Source,Destination,Distance(KM),Total_Time(hr),Cost_per_KM
29,12,802.49,20.06,2407.47
29,46,1080.6,27.01,3241.8
29,45,1081.62,27.04,3244.86
29,51,1063.2,26.58,3189.6
29,6,1622.8,40.57,4868.4
29,20,1570.38,39.26,4711.14
29,56,1571.22,39.28,4713.66
29,35,1055.28,26.38,3165.84
29,48,1232.64,30.82,3697.92
29,57,1615.36,40.38,4846.08
29,58,1566.11,39.15,4698.33
29,42,714.09,17.85,2142.27
29,13,1220.85,30.52,3662.55
29,14,1220.23,30.51,3660.69
29,37,218.04,5.45,654.12
29,30,123.86,3.1,371.58
29,5,1912.74,47.82,5738.22
29,41,1075.71,26.89,3227.13
29,52,1759.36,43.98,5278.08
29,26,487.35,12.18,1462.05
29,21,1659.31,41.48,4977.93
29,28,26.85,0.67,80.55
29,36,645.68,16.14,1937.04
29,44,933.44,23.34,2800.32
29,43,932.21,23.31,2796.63
29,10,557.83,13.95,1673.49
29,32,724.85,18.12,2174.55
29,33,712.31,17.81,2136.93
29,3,1726.31,43.16,5178.93
29,9,898.15,22.45,2694.45
29,34,1048.2,26.2,3144.6
29,59,1277.51,31.94,3832.53
29,16,1479.21,36.98,4437.63
29,8,208.65,5.22,625.95
29,40,1054.38,26.36,3163.14
29,11,594.01,14.85,1782.03
29,23,152.64,3.82,457.92
29,4,1102.14,27.55,3306.42
29,25,111.37,2.78,334.11
29,15,1438.1,35.95,4314.3
29,27,76.4,1.91,229.2
29,55,1612.16,40.3,4836.48
29,39,239.54,5.99,718.62
29,49,686.97,17.17,2060.91
29,17,1474.58,36.86,4423.74
29,38,274.46,6.86,823.38
29,0,157.79,3.94,473.37
29,1,138.83,3.47,416.49
29,22,182.65,4.57,547.95
29,2,135.92,3.4,407.76
29,18,1461.48,36.54,4384.44
29,50,642.75,16.07,1928.25
29,60,2100.6,52.52,6301.8
29,7,1875.84,46.9,5627.52
29,61,693.51,17.34,2080.53
8,24,315.82,7.9,947.46
8,47,855.61,21.39,2566.83
8,31,286.53,7.16,859.59
8,54,1744.62,43.62,5233.86
8,53,1758.52,43.96,5275.56
8,19,1393.32,34.83,4179.96
8,12,691.24,17.28,2073.72
8,46,882.18,22.05,2646.54
8,45,883.19,22.08,2649.57
8,51,1024.31,25.61,3072.93
8,6,1432.35,35.81,4297.05
8,20,1414.68,35.37,4244.04
8,56,1380.76,34.52,4142.28
8,35,1028.63,25.72,3085.89
8,48,1034.21,25.86,3102.63
8,57,1424.9,35.62,4274.7
8,58,1375.65,34.39,4126.95
8,42,523.63,13.09,1570.89
8,13,1098.86,27.47,3296.58
8,14,1098.23,27.46,3294.69
8,37,416.56,10.41,1249.68
8,30,207.32,5.18,621.96
8,5,1884.79,47.12,5654.37
8,41,885.25,22.13,2655.75
8,52,1560.93,39.02,4682.79
8,26,376.1,9.4,1128.3
8,21,1460.89,36.52,4382.67
8,28,236.84,5.92,710.52
8,36,523.69,13.09,1571.07
8,44,742.98,18.57,2228.94
8,43,741.76,18.54,2225.28
8,10,481.11,12.03,1443.33
8,32,534.57,13.36,1603.71
8,33,513.88,12.85,1541.64
8,3,1664.82,41.62,4994.46
8,9,880.72,22.02,2642.16
8,34,1005.77,25.14,3017.31
8,59,1087.05,27.18,3261.15
8,16,1324.16,33.1,3972.48
8,29,210.78,5.27,632.34
8,40,863.92,21.6,2591.76
8,11,576.58,14.41,1729.74
8,23,63.98,1.6,191.94
8,4,1079.46,26.99,3238.38
8,25,108.38,2.71,325.14
8,15,1282.41,32.06,3847.23
8,27,145.33,3.63,435.99
8,55,1584.21,39.61,4752.63
8,39,251.16,6.28,753.48
8,49,748.86,18.72,2246.58
8,17,1316.43,32.91,3949.29
8,38,458.95,11.47,1376.85
8,0,394.0,9.85,1182.0
8,1,375.05,9.38,1125.15
8,22,76.64,1.92,229.92
8,2,372.14,9.3,1116.42
8,18,1305.78,32.64,3917.34
8,50,750.51,18.76,2251.53
8,60,1910.14,47.75,5730.42
8,7,1685.38,42.13,5056.14
8,61,756.67,18.92,2270.01
40,24,1104.16,27.6,3312.48
40,47,724.86,18.12,2174.58
40,31,1092.69,27.32,3278.07
40,54,1943.45,48.59,5830.35
40,53,1957.35,48.93,5872.05
40,19,1458.66,36.47,4375.98
40,12,782.91,19.57,2348.73
40,46,530.12,13.25,1590.36
40,45,531.04,13.28,1593.12
40,51,1424.93,35.62,4274.79
40,6,625.29,15.63,1875.87
40,20,1460.96,36.52,4382.88
40,56,677.69,16.94,2033.07
40,35,1020.72,25.52,3062.16
40,48,761.66,19.04,2284.98
40,57,724.26,18.11,2172.78
40,58,659.2,16.48,1977.6
40,42,440.8,11.02,1322.4
40,13,731.44,18.29,2194.32
40,14,731.14,18.28,2193.42
40,37,1240.57,31.01,3721.71
40,30,990.61,24.77,2971.83
40,5,2083.62,52.09,6250.86
40,41,26.44,0.66,79.32
40,52,1064.88,26.62,3194.64
40,26,757.23,18.93,2271.69
40,21,1228.22,30.71,3684.66
40,28,1042.99,26.07,3128.97
40,36,600.61,15.02,1801.83
40,44,165.48,4.14,496.44
40,43,168.08,4.2,504.24
40,10,816.57,20.41,2449.71
40,32,795.3,19.88,2385.9
40,33,775.48,19.39,2326.44
40,3,1144.88,28.62,3434.64
40,9,1382.28,34.56,4146.84
40,34,954.86,23.87,2864.58
40,59,351.12,8.78,1053.36
40,16,1316.22,32.91,3948.66
40,29,1060.93,26.52,3182.79
40,8,861.38,21.53,2584.14
40,11,1079.8,26.99,3239.4
40,23,917.37,22.93,2752.11
40,4,1135.38,28.38,3406.14
40,25,974.17,24.35,2922.51
40,15,1373.79,34.34,4121.37
40,27,1011.13,25.28,3033.39
40,55,1783.04,44.58,5349.12
40,39,1084.31,27.11,3252.93
40,49,1341.34,33.53,4024.02
40,17,1350.97,33.77,4052.91
40,38,1282.97,32.07,3848.91
40,0,1200.16,30.0,3600.48
40,1,1181.2,29.53,3543.6
40,22,882.8,22.07,2648.4
40,2,1178.29,29.46,3534.87
40,18,1358.41,33.96,4075.23
40,50,1369.02,34.23,4107.06
40,60,1174.21,29.36,3522.63
40,7,844.05,21.1,2532.15
40,61,1349.16,33.73,4047.48
11,24,536.64,13.42,1609.92
11,47,1362.05,34.05,4086.15
11,31,621.97,15.55,1865.91
11,54,1229.68,30.74,3689.04
11,53,1243.58,31.09,3730.74
11,19,1956.94,48.92,5870.82
11,12,362.38,9.06,1087.14
11,46,1317.44,32.94,3952.32
11,45,1318.35,32.96,3955.05
11,51,1586.68,39.67,4760.04
11,6,1684.32,42.11,5052.96
11,20,1972.09,49.3,5916.27
11,56,1736.72,43.42,5210.16
11,35,585.88,14.65,1757.64
11,48,1540.65,38.52,4621.95
11,57,1783.3,44.58,5349.9
11,58,1718.24,42.96,5154.72
11,42,988.66,24.72,2965.98
11,13,744.7,18.62,2234.1
11,14,747.31,18.68,2241.93
11,37,771.61,19.29,2314.83
11,30,472.68,11.82,1418.04
11,5,1369.85,34.25,4109.55
11,41,1079.47,26.99,3238.41
11,52,1996.68,49.92,5990.04
11,26,371.23,9.28,1113.69
11,21,1967.32,49.18,5901.96
11,28,570.54,14.26,1711.62
11,36,522.62,13.07,1567.86
11,44,952.46,23.81,2857.38
11,43,955.4,23.88,2866.2
11,10,270.05,6.75,810.15
11,32,1079.37,26.98,3238.11
11,33,1059.55,26.49,3178.65
11,3,1251.13,31.28,3753.39
11,9,351.99,8.8,1055.97
11,34,597.41,14.94,1792.23
11,59,1117.25,27.93,3351.75
11,16,1869.83,46.75,5609.49
11,29,593.52,14.84,1780.56
11,8,572.79,14.32,1718.37
11,40,1058.14,26.45,3174.42
11,23,555.15,13.88,1665.45
11,4,601.87,15.05,1805.61
11,25,602.92,15.07,1808.76
11,15,1848.7,46.22,5546.1
11,27,582.5,14.56,1747.5
11,55,1069.27,26.73,3207.81
11,39,770.24,19.26,2310.72
11,49,1258.62,31.47,3775.86
11,17,1861.76,46.54,5585.28
11,38,828.03,20.7,2484.09
11,0,683.32,17.08,2049.96
11,1,664.03,16.6,1992.09
11,22,515.36,12.88,1546.08
11,2,659.67,16.49,1979.01
11,18,1860.41,46.51,5581.23
11,50,1214.07,30.35,3642.21
11,60,1868.34,46.71,5605.02
11,7,1903.09,47.58,5709.27
11,61,1264.83,31.62,3794.49
23,24,220.65,5.52,661.95
23,47,913.05,22.83,2739.15
23,31,191.49,4.79,574.47
23,54,1726.09,43.15,5178.27
23,53,1739.99,43.5,5219.97
23,19,1450.75,36.27,4352.25
23,12,694.97,17.37,2084.91
23,46,939.61,23.49,2818.83
23,45,940.63,23.52,2821.89
23,51,1081.74,27.04,3245.22
23,6,1481.81,37.05,4445.43
23,20,1472.12,36.8,4416.36
23,56,1430.22,35.76,4290.66
23,35,1019.57,25.49,3058.71
23,48,1091.64,27.29,3274.92
23,57,1474.36,36.86,4423.08
23,58,1425.12,35.63,4275.36
23,42,573.1,14.33,1719.3
23,13,1108.12,27.7,3324.36
23,14,1107.5,27.69,3322.5
23,37,336.47,8.41,1009.41
23,30,159.94,4.0,479.82
23,5,1866.26,46.66,5598.78
23,41,934.72,23.37,2804.16
23,52,1618.36,40.46,4855.08
23,26,379.83,9.5,1139.49
23,21,1518.32,37.96,4554.96
23,28,141.79,3.54,425.37
23,36,532.96,13.32,1598.88
23,44,792.45,19.81,2377.35
23,43,791.22,19.78,2373.66
23,10,484.85,12.12,1454.55
23,32,592.01,14.8,1776.03
23,33,571.32,14.28,1713.96
23,3,1668.55,41.71,5005.65
23,9,862.19,21.55,2586.57
23,34,1009.5,25.24,3028.5
23,59,1136.52,28.41,3409.56
23,16,1381.59,34.54,4144.77
23,29,153.94,3.85,461.82
23,8,67.66,1.69,202.98
23,40,913.38,22.83,2740.14
23,11,557.73,13.94,1673.19
23,4,1066.42,26.66,3199.26
23,25,57.89,1.45,173.67
23,15,1339.84,33.5,4019.52
23,27,94.84,2.37,284.52
23,55,1565.68,39.14,4697.04
23,39,225.21,5.63,675.63
23,49,731.13,18.28,2193.39
23,17,1373.86,34.35,4121.58
23,38,385.0,9.62,1155.0
23,0,298.96,7.47,896.88
23,1,280.0,7.0,840.0
23,22,47.87,1.2,143.61
23,2,277.09,6.93,831.27
23,18,1363.22,34.08,4089.66
23,50,686.92,17.17,2060.76
23,60,1959.6,48.99,5878.8
23,7,1734.85,43.37,5204.55
23,61,737.68,18.44,2213.04
4,24,1083.1,27.08,3249.3
4,47,1487.23,37.18,4461.69
4,31,1137.84,28.45,3413.52
4,54,843.11,21.08,2529.33
4,53,857.01,21.43,2571.03
4,19,2221.02,55.53,6663.06
4,12,434.39,10.86,1303.17
4,46,1394.15,34.85,4182.45
4,45,1395.07,34.88,4185.21
4,51,2013.57,50.34,6040.71
4,6,1683.98,42.1,5051.94
4,20,2223.32,55.58,6669.96
4,56,1736.38,43.41,5209.14
4,35,136.7,3.42,410.1
4,48,1625.7,40.64,4877.1
4,57,1782.95,44.57,5348.85
4,58,1717.89,42.95,5153.67
4,42,1136.87,28.42,3410.61
4,13,470.62,11.77,1411.86
4,14,473.23,11.83,1419.69
4,37,1318.07,32.95,3954.21
4,30,995.8,24.9,2987.4
4,5,983.28,24.58,2949.84
4,41,1145.75,28.64,3437.25
4,52,2073.73,51.84,6221.19
4,26,695.67,17.39,2087.01
4,21,2072.79,51.82,6218.37
4,28,1088.15,27.2,3264.45
4,36,657.68,16.44,1973.04
4,44,1029.51,25.74,3088.53
4,43,1032.12,25.8,3096.36
4,10,608.99,15.22,1826.97
4,32,1399.66,34.99,4198.98
4,33,1379.84,34.5,4139.52
4,3,667.98,16.7,2003.94
4,9,782.32,19.56,2346.96
4,34,201.41,5.04,604.23
4,59,1078.55,26.96,3235.65
4,16,2121.06,53.03,6363.18
4,29,1107.42,27.69,3322.26
4,8,1056.28,26.41,3168.84
4,40,1134.85,28.37,3404.55
4,11,596.97,14.92,1790.91
4,23,1061.53,26.54,3184.59
4,25,1107.35,27.68,3322.05
4,15,2122.56,53.06,6367.68
4,27,1144.3,28.61,3432.9
4,55,682.7,17.07,2048.1
4,39,1274.66,31.87,3823.98
4,49,1780.59,44.51,5341.77
4,17,2113.33,52.83,6339.99
4,38,1374.49,34.36,4123.47
4,0,1229.78,30.74,3689.34
4,1,1210.49,30.26,3631.47
4,22,1019.79,25.49,3059.37
4,2,1206.13,30.15,3618.39
4,18,2120.77,53.02,6362.31
4,50,1736.37,43.41,5209.11
4,60,1627.88,40.7,4883.64
4,7,1871.12,46.78,5613.36
4,61,1787.13,44.68,5361.39
25,24,185.92,4.65,557.76
25,47,947.2,23.68,2841.6
25,31,146.46,3.66,439.38
25,54,1771.3,44.28,5313.9
25,53,1785.2,44.63,5355.6
25,19,1455.19,36.38,4365.57
25,12,739.83,18.5,2219.49
25,46,973.77,24.34,2921.31
25,45,974.78,24.37,2924.34
25,51,1045.78,26.14,3137.34
25,6,1536.49,38.41,4609.47
25,20,1476.56,36.91,4429.68
25,56,1484.91,37.12,4454.73
25,35,1064.78,26.62,3194.34
25,48,1125.8,28.14,3377.4
25,57,1529.04,38.23,4587.12
25,58,1479.8,36.99,4439.4
25,42,627.78,15.69,1883.34
25,13,1152.98,28.82,3458.94
25,14,1152.36,28.81,3457.08
25,37,284.7,7.12,854.1
25,30,154.92,3.87,464.76
25,5,1911.47,47.79,5734.41
25,41,989.4,24.74,2968.2
25,52,1652.52,41.31,4957.56
25,26,424.69,10.62,1274.07
25,21,1552.48,38.81,4657.44
25,28,101.36,2.53,304.08
25,36,577.81,14.45,1733.43
25,44,847.13,21.18,2541.39
25,43,845.9,21.15,2537.7
25,10,529.7,13.24,1589.1
25,32,596.32,14.91,1788.96
25,33,605.47,15.14,1816.41
25,3,1713.41,42.84,5140.23
25,9,907.4,22.68,2722.2
25,34,1054.36,26.36,3163.08
25,59,1191.2,29.78,3573.6
25,16,1385.39,34.63,4156.17
25,29,108.52,2.71,325.56
25,8,122.34,3.06,367.02
25,40,968.06,24.2,2904.18
25,11,602.94,15.07,1808.82
25,23,57.91,1.45,173.73
25,4,1111.63,27.79,3334.89
25,15,1344.28,33.61,4032.84
25,27,43.07,1.08,129.21
25,55,1610.89,40.27,4832.67
25,39,173.44,4.34,520.32
25,49,679.36,16.98,2038.08
25,17,1380.76,34.52,4142.28
25,38,333.23,8.33,999.69
25,0,253.94,6.35,761.82
25,1,234.98,5.87,704.94
25,22,96.23,2.41,288.69
25,2,232.07,5.8,696.21
25,18,1367.66,34.19,4102.98
25,50,635.15,15.88,1905.45
25,60,2014.29,50.36,6042.87
25,7,1789.53,44.74,5368.59
25,61,685.9,17.15,2057.7
15,24,1486.06,37.15,4458.18
15,47,658.92,16.47,1976.76
15,31,1399.62,34.99,4198.86
15,54,2928.12,73.2,8784.36
15,53,2942.02,73.55,8826.06
15,19,122.72,3.07,368.16
15,12,1765.07,44.13,5295.21
15,46,863.54,21.59,2590.62
15,45,861.73,21.54,2585.19
15,51,552.71,13.82,1658.13
15,6,1474.34,36.86,4423.02
15,20,144.09,3.6,432.27
15,56,1355.67,33.89,4067.01
15,35,2023.31,50.58,6069.93
15,48,622.69,15.57,1868.07
15,57,1350.83,33.77,4052.49
15,58,1371.71,34.29,4115.13
15,42,1024.55,25.61,3073.65
15,13,1889.02,47.23,5667.06
15,14,1888.4,47.21,5665.2
15,37,1346.82,33.67,4040.46
15,30,1479.13,36.98,4437.39
15,5,3068.29,76.71,9204.87
15,41,1397.64,34.94,4192.92
15,52,982.51,24.56,2947.53
15,26,1541.96,38.55,4625.88
15,21,553.65,13.84,1660.95
15,28,1446.71,36.17,4340.13
15,36,1518.49,37.96,4555.47
15,44,1221.88,30.55,3665.64
15,43,1222.3,30.56,3666.9
15,10,1656.55,41.41,4969.65
15,32,791.04,19.78,2373.12
15,33,792.57,19.81,2377.71
15,3,2459.84,61.5,7379.52
15,9,2156.36,53.91,6469.08
15,34,1957.46,48.94,5872.38
15,59,1737.16,43.43,5211.48
15,16,102.95,2.57,308.85
15,29,1441.28,36.03,4323.84
15,8,1284.21,32.11,3852.63
15,40,1376.3,34.41,4128.9
15,11,1851.9,46.3,5555.7
15,23,1343.64,33.59,4030.92
15,4,2124.41,53.11,6373.23
15,25,1368.18,34.2,4104.54
15,27,1377.77,34.44,4133.31
15,55,2767.71,69.19,8303.13
15,39,1244.85,31.12,3734.55
15,49,919.11,22.98,2757.33
15,17,92.27,2.31,276.81
15,38,1339.65,33.49,4018.95
15,0,1409.14,35.23,4227.42
15,1,1430.09,35.75,4290.27
15,22,1348.46,33.71,4045.38
15,2,1410.22,35.26,4230.66
15,18,58.67,1.47,176.01
15,50,970.51,24.26,2911.53
15,60,2487.56,62.19,7462.68
15,7,1629.63,40.74,4888.89
15,61,916.72,22.92,2750.16
27,24,172.04,4.3,516.12
27,47,1005.49,25.14,3016.47
27,31,114.58,2.86,343.74
27,54,1760.9,44.02,5282.7
27,53,1774.8,44.37,5324.4
27,19,1485.35,37.13,4456.05
27,12,777.38,19.43,2332.14
27,46,1015.75,25.39,3047.25
27,45,1016.76,25.42,3050.28
27,51,1036.92,25.92,3110.76
27,6,1574.04,39.35,4722.12
27,20,1506.71,37.67,4520.13
27,56,1522.46,38.06,4567.38
27,35,1054.38,26.36,3163.14
27,48,1167.78,29.19,3503.34
27,57,1566.59,39.16,4699.77
27,58,1517.35,37.93,4552.05
27,42,665.33,16.63,1995.99
27,13,1190.53,29.76,3571.59
27,14,1189.91,29.75,3569.73
27,37,251.41,6.29,754.23
27,30,136.73,3.42,410.19
27,5,1901.07,47.53,5703.21
27,41,1026.95,25.67,3080.85
27,52,1694.5,42.36,5083.5
27,26,462.24,11.56,1386.72
27,21,1594.46,39.86,4783.38
27,28,69.48,1.74,208.44
27,36,615.36,15.38,1846.08
27,44,884.68,22.12,2654.04
27,43,883.45,22.09,2650.35
27,10,556.92,13.92,1670.76
27,32,650.88,16.27,1952.64
27,33,647.45,16.19,1942.35
27,3,1750.96,43.77,5252.88
27,9,888.91,22.22,2666.73
27,34,1047.29,26.18,3141.87
27,59,1228.75,30.72,3686.25
27,16,1415.54,35.39,4246.62
27,29,76.64,1.92,229.92
27,8,159.89,4.0,479.67
27,40,1005.62,25.14,3016.86
27,11,584.45,14.61,1753.35
27,23,95.46,2.39,286.38
27,4,1101.23,27.53,3303.69
27,25,46.3,1.16,138.9
27,15,1374.44,34.36,4123.32
27,55,1600.49,40.01,4801.47
27,39,164.58,4.11,493.74
27,49,658.58,16.46,1975.74
27,17,1410.92,35.27,4232.76
27,38,299.94,7.5,899.82
27,0,227.93,5.7,683.79
27,1,216.22,5.41,648.66
27,22,133.78,3.34,401.34
27,2,202.13,5.05,606.39
27,18,1397.81,34.95,4193.43
27,50,614.36,15.36,1843.08
27,60,2051.84,51.3,6155.52
27,7,1827.08,45.68,5481.24
27,61,665.12,16.63,1995.36
55,24,1554.96,38.87,4664.88
55,47,2138.29,53.46,6414.87
55,31,1640.28,41.01,4920.84
55,54,259.83,6.5,779.49
55,53,246.86,6.17,740.58
55,19,2872.08,71.8,8616.24
55,12,1031.16,25.78,3093.48
55,46,2045.22,51.13,6135.66
55,45,2046.13,51.15,6138.39
55,51,2611.34,65.28,7834.02
55,6,2351.01,58.78,7053.03
55,20,2874.38,71.86,8623.14
55,56,2403.41,60.09,7210.23
55,35,803.72,20.09,2411.16
55,48,2276.76,56.92,6830.28
55,57,2449.98,61.25,7349.94
55,58,2384.92,59.62,7154.76
55,42,1787.94,44.7,5363.82
55,13,1137.64,28.44,3412.92
55,14,1140.26,28.51,3420.78
55,37,1789.92,44.75,5369.76
55,30,1487.95,37.2,4463.85
55,5,302.85,7.57,908.55
55,41,1807.25,45.18,5421.75
55,52,2724.8,68.12,8174.4
55,26,1255.94,31.4,3767.82
55,21,2723.85,68.1,8171.55
55,28,1588.86,39.72,4766.58
55,36,1254.45,31.36,3763.35
55,44,1680.58,42.01,5041.74
55,43,1683.18,42.08,5049.54
55,10,1122.5,28.06,3367.5
55,32,1996.44,49.91,5989.32
55,33,1976.62,49.42,5929.86
55,3,1319.82,33.0,3959.46
55,9,632.12,15.8,1896.36
55,34,868.44,21.71,2605.32
55,59,1745.58,43.64,5236.74
55,16,2772.12,69.3,8316.36
55,29,1611.83,40.3,4835.49
55,8,1579.87,39.5,4739.61
55,40,1785.92,44.65,5357.76
55,11,1068.96,26.72,3206.88
55,23,1562.24,39.06,4686.72
55,4,686.9,17.17,2060.7
55,25,1610.0,40.25,4830.0
55,15,2766.11,69.15,8298.33
55,27,1597.78,39.94,4793.34
55,39,1777.32,44.43,5331.96
55,49,2276.93,56.92,6830.79
55,17,2764.39,69.11,8293.17
55,38,1846.34,46.16,5539.02
55,0,1701.64,42.54,5104.92
55,1,1682.34,42.06,5047.02
55,22,1522.45,38.06,4567.35
55,2,1677.98,41.95,5033.94
55,18,2771.83,69.3,8315.49
55,50,2232.72,55.82,6698.16
55,60,2294.83,57.37,6884.49
55,7,2538.14,63.45,7614.42
55,61,2283.48,57.09,6850.44
39,24,285.89,7.15,857.67
39,47,874.04,21.85,2622.12
39,31,199.46,4.99,598.38
39,54,1939.7,48.49,5819.1
39,53,1953.6,48.84,5860.8
39,19,1353.9,33.85,4061.7
39,12,908.22,22.71,2724.66
39,46,940.35,23.51,2821.05
39,45,941.37,23.53,2824.11
39,51,905.48,22.64,2716.44
39,6,1588.24,39.71,4764.72
39,20,1375.27,34.38,4125.81
39,56,1528.03,38.2,4584.09
39,35,1233.17,30.83,3699.51
39,48,1060.67,26.52,3182.01
39,57,1572.17,39.3,4716.51
39,58,1522.92,38.07,4568.76
39,42,669.19,16.73,2007.57
39,13,1321.37,33.03,3964.11
39,14,1320.75,33.02,3962.25
39,37,201.86,5.05,605.58
39,30,302.76,7.57,908.28
39,5,2079.87,52.0,6239.61
39,41,1105.08,27.63,3315.24
39,52,1619.11,40.48,4857.33
39,26,593.08,14.83,1779.24
39,21,1486.47,37.16,4459.41
39,28,235.5,5.89,706.5
39,36,746.21,18.66,2238.63
39,44,947.69,23.69,2843.07
39,43,946.46,23.66,2839.38
39,10,698.1,17.45,2094.3
39,32,509.22,12.73,1527.66
39,33,504.8,12.62,1514.4
39,3,1881.81,47.05,5645.43
39,9,1075.8,26.9,3227.4
39,34,1222.76,30.57,3668.28
39,59,1299.02,32.48,3897.06
39,16,1284.1,32.1,3852.3
39,29,241.12,6.03,723.36
39,8,290.74,7.27,872.22
39,40,1083.74,27.09,3251.22
39,11,771.33,19.28,2313.99
39,23,226.31,5.66,678.93
39,4,1280.03,32.0,3840.09
39,25,177.14,4.43,531.42
39,15,1242.99,31.07,3728.97
39,27,166.55,4.16,499.65
39,55,1779.29,44.48,5337.87
39,49,539.06,13.48,1617.18
39,17,1279.47,31.99,3838.41
39,38,217.72,5.44,653.16
39,0,216.29,5.41,648.87
39,1,237.24,5.93,711.72
39,22,264.63,6.62,793.89
39,2,217.37,5.43,652.11
39,18,1266.37,31.66,3799.11
39,50,494.85,12.37,1484.55
39,60,2122.11,53.05,6366.33
39,7,1832.65,45.82,5497.95
39,61,545.61,13.64,1636.83
49,24,731.51,18.29,2194.53
49,47,829.99,20.75,2489.97
49,31,646.31,16.16,1938.93
49,54,2438.07,60.95,7314.21
49,53,2451.97,61.3,7355.91
49,19,1019.66,25.49,3058.98
49,12,1414.27,35.36,4242.81
49,46,1043.36,26.08,3130.08
49,45,1041.56,26.04,3124.68
49,51,381.95,9.55,1145.85
49,6,1818.19,45.45,5454.57
49,20,1041.02,26.03,3123.06
49,56,1757.98,43.95,5273.94
49,35,1722.56,43.06,5167.68
49,48,1016.62,25.42,3049.86
49,57,1775.26,44.38,5325.78
49,58,1752.87,43.82,5258.61
49,42,906.76,22.67,2720.28
49,13,1781.89,44.55,5345.67
49,14,1781.27,44.53,5343.81
49,37,518.49,12.96,1555.47
49,30,789.36,19.73,2368.08
49,5,2578.24,64.46,7734.72
49,41,1362.82,34.07,4088.46
49,52,1611.2,40.28,4833.6
49,26,1099.13,27.48,3297.39
49,21,1366.83,34.17,4100.49
49,28,698.04,17.45,2094.12
49,36,1206.73,30.17,3620.19
49,44,1205.43,30.14,3616.29
49,43,1204.21,30.11,3612.63
49,10,1204.14,30.1,3612.42
49,32,553.83,13.85,1661.49
49,33,575.42,14.39,1726.26
49,3,2361.37,59.03,7084.11
49,9,1563.65,39.09,4690.95
49,34,1728.8,43.22,5186.4
49,59,1702.48,42.56,5107.44
49,16,1011.64,25.29,3034.92
49,29,687.97,17.2,2063.91
49,8,746.71,18.67,2240.13
49,40,1341.49,33.54,4024.47
49,11,1259.19,31.48,3777.57
49,23,732.35,18.31,2197.05
49,4,1769.42,44.24,5308.26
49,25,683.19,17.08,2049.57
49,15,920.53,23.01,2761.59
49,27,659.73,16.49,1979.19
49,55,2277.66,56.94,6832.98
49,39,539.68,13.49,1619.04
49,17,998.9,24.97,2996.7
49,38,461.68,11.54,1385.04
49,0,628.9,15.72,1886.7
49,1,665.72,16.64,1997.16
49,22,770.67,19.27,2312.01
49,2,645.86,16.15,1937.58
49,18,965.38,24.13,2896.14
49,50,53.83,1.35,161.49
49,60,2525.57,63.14,7576.71
49,7,2062.6,51.56,6187.8
49,61,7.46,0.19,22.38
17,24,1521.9,38.05,4565.7
17,47,634.58,15.86,1903.74
17,31,1435.46,35.89,4306.38
17,54,2921.7,73.04,8765.1
17,53,2935.6,73.39,8806.8
17,19,127.48,3.19,382.44
17,12,1764.7,44.12,5294.1
17,46,821.84,20.55,2465.52
17,45,820.04,20.5,2460.12
17,51,632.22,15.81,1896.66
17,6,1439.71,35.99,4319.13
17,20,120.53,3.01,361.59
17,56,1294.28,32.36,3882.84
17,35,1998.97,49.97,5996.91
17,48,588.07,14.7,1764.21
17,57,1289.43,32.24,3868.29
17,58,1310.31,32.76,3930.93
17,42,1000.21,25.01,3000.63
17,13,1864.68,46.62,5594.04
17,14,1864.06,46.6,5592.18
17,37,1382.66,34.57,4147.98
17,30,1515.35,37.88,4546.05
17,5,3061.87,76.55,9185.61
17,41,1373.3,34.33,4119.9
17,52,921.12,23.03,2763.36
17,26,1554.3,38.86,4662.9
17,21,492.25,12.31,1476.75
17,28,1482.55,37.06,4447.65
17,36,1521.54,38.04,4564.62
17,44,1197.55,29.94,3592.65
17,43,1197.96,29.95,3593.88
17,10,1668.89,41.72,5006.67
17,32,803.38,20.08,2410.14
17,33,804.91,20.12,2414.73
17,3,2435.5,60.89,7306.5
17,9,2168.7,54.22,6506.1
17,34,1933.12,48.33,5799.36
17,59,1712.82,42.82,5138.46
17,16,41.55,1.04,124.65
17,29,1477.12,36.93,4431.36
17,8,1317.52,32.94,3952.56
17,40,1351.96,33.8,4055.88
17,11,1864.24,46.61,5592.72
17,23,1376.95,34.42,4130.85
17,4,2113.64,52.84,6340.92
17,25,1401.49,35.04,4204.47
17,15,95.37,2.38,286.11
17,27,1413.61,35.34,4240.83
17,55,2761.29,69.03,8283.87
17,39,1280.7,32.02,3842.1
17,49,998.62,24.97,2995.86
17,38,1375.5,34.39,4126.5
17,0,1444.98,36.12,4334.94
17,1,1465.93,36.65,4397.79
17,22,1381.76,34.54,4145.28
17,2,1446.06,36.15,4338.18
17,18,38.48,0.96,115.44
17,50,1050.03,26.25,3150.09
17,60,2452.94,61.32,7358.82
17,7,1568.23,39.21,4704.69
17,61,996.24,24.91,2988.72
38,24,297.78,7.44,893.34
38,47,970.04,24.25,2910.12
38,31,232.44,5.81,697.32
38,54,2005.98,50.15,6017.94
38,53,2019.87,50.5,6059.61
38,19,1449.9,36.25,4349.7
38,12,1055.9,26.4,3167.7
38,46,1145.31,28.63,3435.93
38,45,1146.32,28.66,3438.96
38,51,838.07,20.95,2514.21
38,6,1793.2,44.83,5379.6
38,20,1471.26,36.78,4413.78
38,56,1732.99,43.32,5198.97
